date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:40:58	43633/43633	---M-Z	200	added ('OK')	text/html	date:Sat,%2001%20Oct%202016%2005:41:36%20GMT	http://zcat.site.curl.pink/post/146570973426/june-11-2016	/home/amulet/websites/backup/zcat.site.curl.pink/post/146570973426/june-11-2016.html	(from http://zcat.site.curl.pink/)
00:41:00	40544/40544	---MC-	200	added ('OK')	text/html	date:Sat,%2001%20Oct%202016%2005:40:57%20GMT	http://localhost/wordpress/es/2016/07/30/advertencia-antes-de-instalar-gentoo/	/home/amulet/websites/backup/localhost/wordpress/es/2016/07/30/advertencia-antes-de-instalar-gentoo/index.html	(from http://localhost/wordpress/es/)
00:41:00	42528/42528	---M-Z	200	added ('OK')	text/html	date:Sat,%2001%20Oct%202016%2005:41:36%20GMT	http://zcat.site.curl.pink/post/146570903196/june-12-2016	/home/amulet/websites/backup/zcat.site.curl.pink/post/146570903196/june-12-2016	(from http://zcat.site.curl.pink/)
00:41:01	16274/16274	---MC-	200	added ('OK')	text/html	date:Sat,%2001%20Oct%202016%2005:41:00%20GMT	http://localhost/wordpress/es/naipes-de-distros/	/home/amulet/websites/backup/localhost/wordpress/es/naipes-de-distros/index.html	(from http://localhost/wordpress/es/)
00:41:01	42651/42651	---M-Z	200	added ('OK')	text/html	date:Sat,%2001%20Oct%202016%2005:41:38%20GMT	http://zcat.site.curl.pink/post/146570873371/june-1st-2016	/home/amulet/websites/backup/zcat.site.curl.pink/post/146570873371/june-1st-2016.html	(from http://zcat.site.curl.pink/)
00:41:02	42741/42741	---M-Z	200	added ('OK')	text/html	date:Sat,%2001%20Oct%202016%2005:41:39%20GMT	http://zcat.site.curl.pink/post/146570711726/may-25-2016	/home/amulet/websites/backup/zcat.site.curl.pink/post/146570711726/may-25-2016.html	(from http://zcat.site.curl.pink/)
00:41:03	15485/15485	---MC-	200	added ('OK')	text/html	date:Sat,%2001%20Oct%202016%2005:41:01%20GMT	http://localhost/wordpress/es/about/	/home/amulet/websites/backup/localhost/wordpress/es/about/index.html	(from http://localhost/wordpress/es/)
00:41:03	42120/42120	---M-Z	200	added ('OK')	text/html	date:Sat,%2001%20Oct%202016%2005:41:40%20GMT	http://zcat.site.curl.pink/post/146570635616/may-19-2016	/home/amulet/websites/backup/zcat.site.curl.pink/post/146570635616/may-19-2016.html	(from http://zcat.site.curl.pink/)
00:41:04	14735/14735	---MC-	200	added ('OK')	text/html	date:Sat,%2001%20Oct%202016%2005:41:03%20GMT	http://localhost/wordpress/es/about-me/	/home/amulet/websites/backup/localhost/wordpress/es/about-me/index.html	(from http://localhost/wordpress/es/)
00:41:05	19954/19954	---MC-	200	added ('OK')	text/html	date:Sat,%2001%20Oct%202016%2005:41:03%20GMT	http://localhost/wordpress/es/2016/09/26/3-years-using-gentoo-linux/	/home/amulet/websites/backup/localhost/wordpress/es/2016/09/26/3-years-using-gentoo-linux/index.html	(from http://localhost/wordpress/es/)
